"여행일정ID","언어코드","제목","조회수","공유수","여행시작일","여행종료일","인원","여행기간","태그","등록일시","수정일시","추천일정등록여부","공개여부","댓글수","댓글수_1","북마크수","사용여부","SNS공유수","인기점수"
"16371","kr","4박5일제주여행",1,0,21/05/31,21/06/04,2,5,"휴식과 치유 여행,커플,힐링",21/05/25,21/05/25,"n","n",0,0,0,"y",0,2
"16412","kr","깨",0,0,21/06/17,21/06/20,2,4,"휴식과 치유 여행,커플,식도락",21/05/29,21/05/29,"n","n",0,0,0,"y",0,
"16416","kr","드라이브로 즐기는 올레길 명소!",1,0,21/06/09,21/06/15,2,7,"커플,휴식과 치유 여행,올레길여행",21/05/30,21/05/30,"n","y",0,0,0,"y",0,2
"16440","kr","친구와함께하는 여행",1,0,21/06/14,21/06/15,2,2,"전시,휴식과 치유 여행,친구",21/06/01,21/06/01,"n","n",0,0,0,"y",0,2
"16464","kr","직접 뛰는 액티비티 여행",0,0,21/06/19,21/06/22,6,4,"친구,활동/레저,액티비티,익스트림,우정여행",21/06/04,21/06/04,"n","y",0,0,0,"y",0,
"16471","kr","직접 뛰는 액티비티 여행",0,0,21/06/11,21/06/14,6,4,"친구,활동/레저,액티비티,익스트림,우정여행",21/06/05,21/06/05,"n","y",0,0,0,"y",0,
"16475","kr","가족여행",0,0,21/06/14,21/06/18,3,5,"아이,레저와 체험,여행,힐링",21/06/06,21/06/06,"n","n",0,0,0,"y",0,
"16495","kr","힐링",0,0,21/06/10,21/06/12,1,3,"혼자,휴식과 치유 여행,걷기,머리식히기",21/06/08,21/06/08,"n","y",0,0,0,"y",0,
"16496","kr","율승",0,0,21/07/08,21/07/11,2,4,"친구,식도락 여행,율승",21/06/08,21/06/08,"n","n",0,0,0,"y",0,
"16497","kr","21년 가족여행 3박4일 제주도",1,0,21/08/30,21/09/02,4,4,"아이,제주의 문화유산,가족여행",21/06/08,21/06/08,"n","n",0,0,0,"y",0,2
"16506","kr","2박3일",0,0,21/06/12,21/06/14,2,3,"커플,식도락 여행,관광,체험",21/06/08,21/06/08,"n","n",0,0,0,"y",0,
"16507","kr","제주 8박9일!",0,0,21/09/11,21/09/19,2,9,"커플,휴식과 치유 여행,커플",21/06/08,21/06/08,"n","n",0,0,0,"y",0,
"16514","kr","어머니 생신 기념 가족여행",0,0,21/06/19,21/06/21,4,3,"부모,휴식과 치유 여행,먹방",21/06/09,21/06/09,"n","n",0,0,0,"y",0,
"16518","kr","2-3",1,0,21/07/05,21/07/07,3,3,"부모,휴식과 치유 여행,미식,행복",21/06/09,21/06/09,"n","y",0,0,0,"y",0,2
"16530","kr","TV속 맛집 탐방!",0,0,21/06/17,21/06/22,3,6,"커플,식도락 여행,먹방투어,데이트,맛집투어",21/06/11,21/06/11,"n","y",0,0,0,"y",0,
"16531","kr","아빠와 단 둘이 여행",3,0,21/06/24,21/06/27,2,4,"부모,휴식과 치유 여행,재주",21/06/11,21/06/26,"n","n",0,0,0,"y",0,6
"16545","kr","행복한 이들의 외출",0,0,21/11/06,21/11/08,5,3,"친구,레저와 체험,식도락",21/06/11,21/06/11,"n","n",0,0,0,"y",0,
"16546","kr","2019년 우리가족 휴가",0,0,21/06/30,21/07/04,3,5,"아이,가족,관광,제주의 문화유산",21/06/11,21/06/11,"n","y",0,0,0,"y",0,
"16552","kr","4박5일 제주여행",3,0,21/06/30,21/07/04,2,5,"커플,휴식과 치유 여행,힐링",21/06/13,21/06/13,"n","n",0,0,0,"y",0,6
"16559","kr","포리들",1,0,21/08/21,21/08/25,4,5,"부모,휴식과 치유 여행,멍때리기,추억만들기,맛난거",21/06/14,21/06/14,"n","n",0,0,0,"y",0,2
"16560","kr","제주도 힐링투어 ",0,0,21/06/17,21/06/20,4,4,"부모,휴식과 치유 여행,가족여행",21/06/14,21/06/14,"n","n",0,0,0,"y",0,
"16572","kr","3박 4일 첫 제주여행",0,0,21/10/09,21/10/11,7,3,"휴식과 치유 여행,식도락여행,문화유산탐방,부모",21/06/16,21/06/16,"n","n",0,0,0,"n",0,
"16573","kr","2박 3일 가족여행",1,0,21/10/09,21/10/11,7,3,"부모,휴식과 치유 여행,가족여행",21/06/16,21/06/16,"n","n",0,0,0,"y",0,2
"16598","kr","ㅁㄴㅇㄹ",0,0,21/06/15,21/06/18,3,4,"부모,휴식과 치유 여행,부모,휴식,치유",21/06/17,21/06/17,"n","n",0,0,0,"y",0,
"16600","kr","우리가족 힐링 여행",1,0,21/10/01,21/10/03,10,3,"휴식과 치유 여행,나만,처음,제주도,친구",21/06/18,21/06/18,"n","y",0,0,0,"y",0,2
"16616","kr","친구4가족 제주나들이",2,0,21/06/25,21/06/26,8,2,"친구,휴식과 치유 여행,ㅀㄹㄹㅀㅇㄹㅇㅎㅇㄹㄹㅇㅇㅎ",21/06/20,21/06/20,"n","y",0,0,0,"y",0,4
"16619","kr","ㅇㅅㅇ",0,0,21/06/30,21/07/02,4,3,"친구,식도락 여행,힐링",21/06/20,21/06/20,"n","n",0,0,0,"y",0,
"16620","kr","기모찌",0,0,21/06/22,21/06/25,2,4,"친구,휴식과 치유 여행,방방",21/06/20,21/06/20,"n","n",0,0,0,"y",0,
"16646","kr","부모님과 가족여행",0,0,21/06/29,21/07/01,5,3,"부모,휴식과 치유 여행,2박3일코스,힐링,가족여행",21/06/23,21/06/23,"n","n",0,0,0,"y",0,
"16667","kr","ㅁㄴㅇ",0,0,21/06/29,21/07/03,3,5,"친구,레저와 체험,ㅂㅈㄷ",21/06/24,21/06/24,"n","n",0,0,0,"y",0,
"16714","kr","영혁이",1,0,21/06/30,21/07/04,2,5,"커플,휴식과 치유 여행,커플",21/06/28,21/06/28,"n","n",0,0,0,"y",0,2
"16722","kr","제주부시기",1,0,21/07/21,21/07/24,4,4,"친구,레저와 체험,조져",21/06/28,21/06/28,"n","n",0,0,0,"y",0,2
"16723","kr","21년 여름휴가",1,0,21/07/04,21/07/09,2,6,"커플,레저와 체험,추억",21/06/28,21/06/28,"n","n",0,0,0,"y",0,2
"16738","kr","부모님과 제주의 자연 느끼기",0,0,21/07/10,21/07/15,4,6,"부모,활동/레저,곶자왈,힐링,효도여행",21/06/29,21/06/29,"n","y",0,0,0,"y",0,
"16747","kr","3박 4일 가족여행",2,0,21/07/04,21/07/07,3,4,"부모,휴식과 치유 여행,맛집",21/06/30,21/07/04,"n","n",0,0,0,"y",0,4
"16755","kr","2일",1,0,21/07/13,21/07/13,3,1,"아이,ㅇㅇㅇㅇ,식도락 여행",21/07/01,21/07/01,"n","n",0,0,0,"y",0,2
"16765","kr","우리들의 3박 4일 여행",1,0,21/10/14,21/10/17,2,4,"친구,휴식과 치유 여행,식도락,오예",21/07/02,21/07/02,"n","n",0,0,0,"y",0,2
"16780","kr","제주 동쪽 구석구석 마을여행",0,0,21/08/05,21/08/08,4,4,"마을,오름,아이,휴식과 치유 여행",21/07/03,21/07/03,"n","y",0,0,0,"y",0,
"16219","kr","김민",0,0,21/05/17,21/05/18,1,2,"혼자,레저와 체험,ㅁㅁㅁ",21/05/15,21/05/15,"n","n",0,0,0,"y",0,
"16275","kr","2019년 우리가족 휴가",0,0,21/06/10,21/06/14,3,5,"아이,휴식과 치유 여행,가족,관광",21/05/19,21/05/19,"n","y",0,0,0,"y",0,
"16289","kr","성이시돌",1,0,21/06/01,21/06/04,2,4,"커플,휴식과 치유 여행,수국,풍경",21/05/20,21/05/27,"n","n",0,0,0,"y",0,2
"16335","kr","제주도 여행",1,0,21/05/24,21/05/28,6,5,"레저와 체험,부모,아이",21/05/24,21/05/24,"n","n",0,0,0,"y",0,2
"16370","kr","1박2일힐링여행",2,0,21/05/28,21/05/29,3,2,"친구,휴식과 치유 여행,맛집탐방",21/05/25,21/05/26,"n","n",0,0,0,"y",0,4
"16377","kr","3박 4일 제주 여행",1,0,21/05/27,21/05/30,2,4,"커플,휴식과 치유 여행,전시",21/05/26,21/05/26,"n","y",0,0,0,"y",0,2
"16387","kr","짱구짱아와 10박11일 제주",0,0,21/07/30,21/08/08,4,10,"부모,휴식과 치유 여행,숲,오름,자연",21/05/27,21/05/27,"n","y",0,0,0,"y",0,
"16392","kr","대충 제주여행",2,0,21/06/15,21/06/17,2,3,"친구,휴식과 치유 여행,제주도",21/05/27,21/05/29,"n","n",0,0,0,"y",0,4
"16393","kr","바다 보이는 맛집과 카페 골라가기",1,0,21/06/27,21/06/29,4,3,"식도락 여행,먹방투어,맛집,카페,친구",21/05/28,21/05/28,"n","n",0,0,0,"y",0,2
"16397","kr","제주여행",0,0,21/06/09,21/06/13,4,5,"아이,레저와 체험,제주여행,힐링",21/05/28,21/05/28,"n","n",0,0,0,"y",0,
"16402","kr","제주 동쪽",0,0,21/05/29,21/06/30,1,33,"혼자,휴식과 치유 여행,여유로운",21/05/28,21/05/28,"n","n",0,0,0,"y",0,
"16405","kr","가족여행",2,0,21/06/04,21/06/06,10,3,"휴식과 치유 여행,가족여행,휴식,아이",21/05/28,21/06/03,"n","n",0,0,0,"y",0,4
"16409","kr","양이랑 워낭이랑",1,0,21/06/06,21/06/10,3,5,"친구,휴식과 치유 여행,필름사진",21/05/29,21/05/29,"n","n",0,0,0,"y",0,2
"16418","kr","제주나드으리",1,0,21/06/06,21/06/08,2,3,"커플,호텔리어,휴식과 치유 여행",21/05/30,21/05/31,"n","y",0,0,0,"y",0,2
"16422","kr","♥2박 3일",2,0,21/06/06,21/06/08,2,3,"커플,레저와 체험,휴식과치유여행,전시와행사",21/05/31,21/06/01,"n","n",0,0,0,"y",0,4
"16427","kr","시발 다시 군대가뿌노",1,0,21/06/09,21/06/15,2,7,"친구,천천히 걷기,여행",21/05/31,21/05/31,"n","n",0,0,0,"n",0,2
"16430","kr","제주여행",1,0,21/06/28,21/06/30,4,3,"커플,휴식과 치유 여행,레저",21/05/31,21/06/25,"n","y",0,0,0,"y",0,2
"16449","kr","뚜맹이의 21년 여름휴가",0,0,21/06/20,21/06/24,2,5,"커플,휴식과 치유 여행,히링,제주도",21/06/02,21/06/02,"n","n",0,0,0,"y",0,
"16453","kr","7인가족여행",2,0,21/07/10,21/07/12,7,3,"아이,식도락 여행,부모,표선",21/06/03,21/06/03,"n","n",0,0,0,"y",0,4
"16463","kr","제주 동쪽 구석구석 마을여행",1,0,21/06/24,21/06/27,3,4,"친구,제주의 문화유산,마을,오름",21/06/04,21/06/04,"n","y",0,0,0,"y",0,2
"16469","kr","위여진 여행 일정",1,0,21/06/09,21/07/09,1,31,"혼자,휴식과 치유 여행,레저,서핑,걷기",21/06/04,21/06/04,"n","n",0,0,0,"y",0,2
"16474","kr","여행 경로",0,0,21/07/23,21/07/26,4,4,"부모,휴식과 치유 여행,관광",21/06/06,21/06/06,"n","n",0,0,0,"y",0,
"16482","kr","2박3일",1,0,21/06/08,21/06/10,2,3,"친구,휴식과 치유 여행,2박3일,제주",21/06/07,21/06/07,"n","n",0,0,0,"y",0,2
"16487","kr","황가네",1,0,21/07/28,21/08/01,4,5,"아이,식도락 여행,가족여행",21/06/08,21/06/17,"n","n",0,0,0,"y",0,2
"16494","kr","가족여행",1,0,21/06/12,21/06/14,5,3,"아이,레저와 체험,가족여행",21/06/08,21/06/08,"n","n",0,0,0,"y",0,2
"16508","kr","언니들과 2박3일",0,0,21/06/11,21/06/13,1,3,"친구,휴식과 치유 여행,체험",21/06/08,21/06/08,"n","n",0,0,0,"y",0,
"16522","kr","제주 동쪽 구석구석 마을여행",0,0,21/07/02,21/07/05,3,4,"친구,제주의 문화유산,마을,오름",21/06/10,21/06/10,"n","y",0,0,0,"y",0,
"16523","kr","바다 보이는 맛집과 카페 골라가기",0,0,21/07/03,21/07/05,2,3,"커플,식도락 여행,먹방투어,맛집,카페",21/06/10,21/06/10,"n","y",0,0,0,"y",0,
"16527","kr","세가족 합체",1,0,21/06/15,21/06/18,3,4,"아이,레저와 체험,휴식",21/06/10,21/06/10,"n","y",0,0,0,"y",0,2
"16551","kr","제주여행",1,0,21/06/23,21/06/26,3,4,"친구,레저와 체험,제주",21/06/12,21/06/12,"n","n",0,0,0,"y",0,2
"16556","kr","1",1,0,21/06/18,21/06/20,3,3,"전시와 행사,친구,여사친",21/06/14,21/06/14,"n","n",0,0,0,"y",0,2
"16582","kr","알고보면 쓸데많은 신비한 제주여행",0,0,21/06/22,21/06/24,3,3,"아이,제주의 문화유산,문화유적지,테마공원,4.3",21/06/16,21/06/16,"n","n",0,0,0,"y",0,
"16583","kr","가성비 甲 여행",1,0,21/06/20,21/06/24,2,5,"친구,천천히 걷기,가성비여행,무료여행지,배낭여행",21/06/16,21/06/16,"n","y",0,0,0,"y",0,2
"16589","kr","여행",0,0,21/09/13,21/09/16,10,4,"친구,제주의 문화유산,여행",21/06/17,21/06/17,"n","n",0,0,0,"n",0,
"16595","kr","수제주",0,0,21/07/12,21/07/16,2,5,"친구,휴식과 치유 여행,식도락",21/06/17,21/06/17,"n","n",0,0,0,"y",0,
"16605","kr","상품중",1,0,21/11/03,21/11/05,10,3,"아이,휴식과 치유 여행,수학여행,친구와,추억",21/06/19,21/06/19,"n","n",0,0,0,"y",0,2
"16622","kr","동부여행",2,0,21/07/02,21/07/07,2,6,"친구,휴식과 치유 여행,동부",21/06/21,21/06/21,"n","n",0,0,0,"y",0,4
"16635","kr","3박 4일 첫 제주여행",0,0,21/06/22,21/06/25,2,4,"휴식과 치유 여행,커플,식도락여행,문화유산탐방",21/06/22,21/06/22,"n","y",0,0,0,"y",0,
"16782","kr","아이와 함께 가는 서부여행",1,0,21/07/28,21/08/03,3,7,"아이,제주의 문화유산,체험관광,문화유적지,테마공원",21/07/04,21/07/04,"n","y",0,0,0,"n",0,2
"16797","kr","힐링여행",3,0,21/07/10,21/07/11,1,2,"휴식과 치유 여행,혼자,힐링",21/07/05,21/08/23,"n","n",0,0,0,"y",0,6
"16814","en","Summer vacations ",3,0,21/08/16,21/08/21,4,6,"Friends,Leisure / Experience Program,Beach,wonders,of",21/07/07,21/08/10,"n","n",0,0,0,"y",0,6
"16815","en","our 6 day 5 night trip ",1,0,21/08/16,21/08/21,4,6,"Friends,Leisure / Experience Program,beach,touristsite",21/07/07,21/07/07,"n","n",0,0,0,"n",0,2
"16831","kr","직접 뛰는 액티비티 여행",0,0,21/07/14,21/07/17,5,4,"활동/레저,액티비티,익스트림,우정여행,아이,휴식과 치유 여행",21/07/10,21/07/10,"n","y",0,0,0,"y",0,
"16841","kr","4일간의 제주도 가족여행",1,0,21/07/15,21/07/18,6,4,"부모,휴식과 치유 여행,가족,휴가",21/07/11,21/07/11,"n","y",0,0,0,"y",0,2
"16850","kr","힐링 치유 느림",0,0,21/08/08,21/08/12,2,5,"커플,천천히 걷기,느림",21/07/11,21/07/11,"n","n",0,0,0,"y",0,
"16853","kr","로스박 가족여행",3,0,21/08/06,21/08/09,4,4,"아이,레저와 체험,여름,휴가",21/07/11,21/07/25,"n","n",0,0,0,"y",0,6
"16868","kr","나물이들의 여행",2,0,21/08/09,21/08/13,2,5,"커플,휴식과 치유 여행,힐링",21/07/12,21/07/26,"n","y",0,0,0,"n",0,4
"16872","kr","제주2",3,0,21/07/24,21/07/27,2,4,"부모,휴식과 치유 여행,전시",21/07/13,21/07/13,"n","n",0,0,0,"y",0,6
"16891","kr","15박16일 어떤데 진짜로 ㅋ",0,0,21/07/14,21/07/29,2,16,"커플,식도락 여행,장기여행",21/07/14,21/07/14,"n","y",0,0,0,"y",0,
"16901","kr","가족",0,0,21/07/16,21/07/18,4,3,"부모,휴식과 치유 여행,제주",21/07/15,21/07/15,"n","n",0,0,0,"y",0,
"16956","kr","동남지역 뚜벅이 여행",1,0,21/07/24,21/07/27,2,4,"커플,식도락 여행,대중교통",21/07/22,21/07/22,"n","y",0,0,0,"y",0,2
"16959","kr","제주살기",0,0,21/08/16,21/08/27,3,12,"친구,휴식과 치유 여행,친구,친구 휴식,여행",21/07/22,21/07/22,"n","n",0,0,0,"y",0,
"16968","kr","어행",1,0,21/07/28,21/08/01,3,5,"부모,천천히 걷기,공개",21/07/26,21/10/16,"n","n",0,0,0,"n",0,2
"16969","kr","3박4일 제주여행",1,0,21/09/20,21/09/23,2,4,"친구,휴식과 치유 여행,힐링,먹방",21/07/26,21/07/26,"n","n",0,0,0,"y",0,2
"16976","kr","직접 뛰는 액티비티 여행",0,0,21/08/02,21/08/05,6,4,"친구,활동/레저,액티비티,익스트림,우정여행",21/07/27,21/07/27,"n","y",0,0,0,"y",0,
"16981","kr","두번째 신혼여행",2,0,21/07/31,21/08/03,2,4,"커플,레저와 체험,휴식,식도락",21/07/28,21/07/29,"n","n",0,0,0,"y",0,4
"16989","kr","엄마아빠 제주여행",4,0,21/09/30,21/10/03,3,4,"부모,휴식과 치유 여행,가을",21/07/28,21/09/24,"n","n",0,0,0,"y",0,8
"16993","kr","추석 제주여행코스",1,0,21/09/18,21/09/21,4,4,"부모,식도락 여행,힐링",21/07/29,21/07/29,"n","n",0,0,0,"n",0,2
"17007","kr","할머니와 함께",2,0,21/08/13,21/08/15,5,3,"부모,휴식과 치유 여행,남녀노소",21/08/01,21/08/03,"n","n",0,0,0,"y",0,4
"17017","kr","오직 제주에서만 가능한 여행",1,0,21/08/16,21/08/18,2,3,"활동/레저,우정여행,체험,부모",21/08/03,21/08/03,"n","y",0,0,0,"n",0,2
"17024","kr","우리가족 힐링 여행",0,0,21/08/05,21/08/07,3,3,"부모,휴식과 치유 여행,나만,처음,제주도",21/08/04,21/08/04,"n","y",0,0,0,"n",0,
"17028","kr","제주 로컬 돌담길 걷기",0,0,21/09/19,21/09/22,3,4,"부모,천천히 걷기,돌담길여행,로컬여행,향토여행",21/08/05,21/08/05,"n","y",0,0,0,"y",0,
"17036","kr","와,,, 제주다",1,0,21/08/07,21/08/16,2,10,"휴식과 치유 여행,제주,쉽,커플",21/08/06,21/08/06,"n","n",0,0,0,"y",0,2
"17050","kr","무지성 개판여행",1,0,21/08/09,21/08/11,4,3,"친구,레저와 체험,무지성",21/08/08,21/08/08,"n","n",0,0,0,"y",0,2
"17056","kr","우리가족의 제주에서 여름나기",1,0,21/08/15,21/08/18,3,4,"아이,휴식과 치유 여행,레저와,체험,천천히",21/08/08,21/08/08,"n","n",0,0,0,"y",0,2
"17065","kr","아이들과 여름휴가",1,0,21/08/22,21/08/25,5,4,"레저와 체험,아이,휴가,휴가계획",21/08/12,21/08/12,"n","n",0,0,0,"y",0,2
"17069","kr","3박 4일 제주 여행",0,0,21/09/19,21/09/22,2,4,"커플,휴식과 치유 여행,전시",21/08/12,21/08/12,"n","y",0,0,0,"y",0,
"17070","kr","3박 4일 제주 여행",0,0,21/09/19,21/09/22,2,4,"커플,휴식과 치유 여행,전시",21/08/12,21/08/12,"n","y",0,0,0,"y",0,
"17075","kr","가족여행",1,0,21/08/13,21/08/16,4,4,"부모,레저와 체험,여행",21/08/12,21/08/12,"n","n",0,0,0,"n",0,2
"17087","kr","엄마아빠 제주여행",1,0,21/08/27,21/08/30,2,4,"휴식과 치유 여행,부모,엄마",21/08/15,21/08/15,"n","n",0,0,0,"n",0,2
"17105","kr","제주에서 즐기는 아트투어",1,0,21/10/02,21/10/05,4,4,"전시와 행사,벽화거리,데이트,문화예술,부모",21/08/15,21/08/15,"n","y",0,0,0,"n",0,2
"17106","kr","김박정박",1,0,21/09/01,21/09/04,4,4,"부모,휴식과 치유 여행,아기",21/08/15,21/08/15,"n","n",0,0,0,"y",0,2
"17108","kr","일정",0,0,21/08/19,21/08/21,3,3,"휴식과 치유 여행,친구,일정",21/08/16,21/08/16,"n","n",0,0,0,"y",0,
"17111","kr","제주도카쟈",0,0,21/08/25,21/08/28,2,4,"커플,레저와 체험,맛집탐방",21/08/16,21/08/16,"n","n",0,0,0,"y",0,
"17124","kr","세요",2,0,21/08/21,21/08/31,1,11,"혼자,휴식과 치유 여행,반려견동반",21/08/18,21/08/18,"n","n",0,0,0,"y",0,4
"16636","kr","가족여행_1",6,0,21/06/25,21/06/27,3,3,"부모,휴식과 치유 여행,식도락",21/06/22,21/07/08,"n","n",0,0,0,"y",0,12
"16639","en","Vacation",2,0,21/07/24,21/07/29,1,6,"Solo,Olle/Walking,Healing",21/06/23,21/07/01,"n","n",0,0,0,"y",0,4
"16656","kr","제주 동쪽 구석구석 마을여행",1,0,21/06/30,21/07/03,6,4,"마을,오름,부모,휴식과 치유 여행",21/06/23,21/06/23,"n","n",0,0,0,"y",0,2
"16688","kr","4박5일 신혼여행",0,0,21/10/11,21/10/15,2,5,"커플,휴식과 치유 여행,맛있는음식,바다구경",21/06/26,21/06/26,"n","n",0,0,0,"y",0,
"16692","kr","엄마랑아빠랑",0,0,21/07/10,21/07/11,3,2,"부모,식도락 여행,천천히,걷기,칠순여향",21/06/26,21/06/26,"n","n",0,0,0,"y",0,
"16697","kr","1",1,0,21/07/01,21/07/03,3,3,"친구,휴식과 치유 여행,ㅇ,ㅇ",21/06/26,21/06/26,"n","n",0,0,0,"y",0,2
"16702","kr","제주10일",1,0,21/07/01,21/07/10,2,10,"친구,제주,휴식과 치유 여행",21/06/27,21/06/27,"n","n",0,0,0,"y",0,2
"16712","kr","제주 동부 여행",1,0,21/07/13,21/07/14,5,2,"부모,#문화유산,#힐링,#맛집,휴식과 치유 여행",21/06/28,21/06/28,"n","n",0,0,0,"y",0,2
"16724","kr",".",0,0,21/07/10,21/07/13,4,4,"부모,레저와 체험,전시",21/06/28,21/06/28,"n","n",0,0,0,"y",0,
"16725","kr","가족여행",0,0,21/06/30,21/07/03,4,4,"가족,아이,휴식과 치유 여행",21/06/28,21/06/28,"n","n",0,0,0,"y",0,
"16729","kr","초등학생 어린이 맞춤 여행",1,0,21/07/20,21/08/10,3,22,"아이,활동/레저,아이맞춤여행,제주봄여행,제주도가족여행",21/06/29,21/06/29,"n","y",0,0,0,"y",0,2
"16731","kr","태민이와 함께",0,0,21/09/05,21/09/08,2,4,"커플,휴식과 치유 여행,식도락",21/06/29,21/06/29,"n","n",0,0,0,"y",0,
"16736","kr","가족 첫 제주여행",0,0,21/09/21,21/09/25,4,5,"제주의 문화유산,아이,초딩,가족여행,체험",21/06/29,21/06/29,"n","n",0,0,0,"y",0,
"16740","kr","가족여행",2,0,21/07/04,21/07/07,4,4,"아이,천천히 걷기,래저",21/06/29,21/06/29,"n","y",0,0,0,"y",0,4
"16751","kr","asd",0,0,21/07/01,21/07/01,1,1,"혼자,휴식과 치유 여행,하이,헬로,ㅇㅇㅇ",21/07/01,21/07/01,"n","n",0,0,0,"y",0,
"16763","kr","제주도 당일치기",3,0,21/07/07,21/07/07,4,1,"친구,휴식과 치유 여행,여미지,협재해수욕장",21/07/01,21/10/17,"n","n",0,0,0,"y",0,6
"16776","kr","빛나리관광",1,0,21/08/12,21/08/15,5,4,"휴식과 치유 여행,3박4일,제주겨울,제주여행,부모",21/07/03,21/07/03,"n","n",0,0,0,"y",0,2
"16781","kr","부모님과 제주의 자연 느끼기",1,0,21/07/22,21/07/27,4,6,"부모,활동/레저,곶자왈,힐링,효도여행",21/07/03,21/07/03,"n","y",0,0,0,"y",0,2
"16786","kr","3박4일",0,0,21/08/04,21/08/07,2,4,"ㅇㅇ,커플,휴식과 치유 여행",21/07/04,21/07/04,"n","n",0,0,0,"y",0,
"16818","kr","드라이브로 즐기는 올레길 명소!",1,0,21/08/16,21/08/21,2,6,"휴식과 치유 여행,올레길여행,부모",21/07/08,21/07/08,"n","n",0,0,0,"n",0,2
"16821","kr","4박5일 제주여행 샘플",1,0,21/08/16,21/08/21,2,6,"휴식과 치유 여행,힐링,부모",21/07/08,21/07/08,"n","n",0,0,0,"y",0,2
"16840","kr","ㅅㅀ",1,0,21/07/14,21/07/16,1,3,"커플,레저와 체험,ㅇㄹㅇㄹ,ㅇㄴㅇㄴㄴㅇ,ㅅㅅㄱㄷ",21/07/11,21/07/11,"n","y",0,0,0,"n",0,2
"16842","kr","우리들의 행복한 제주여행",1,0,21/10/08,21/10/11,4,4,"아이,휴식과 치유 여행,행복",21/07/11,21/07/11,"n","n",0,0,0,"n",0,2
"16862","kr","가족여행",2,0,21/07/19,21/07/21,4,3,"아이,휴식과 치유 여행,가족",21/07/12,21/07/12,"n","n",0,0,0,"y",0,4
"16864","kr","우리가족 힐링 여행",0,0,21/07/14,21/07/17,3,4,"휴식과 치유 여행,나만,처음,제주도,커플",21/07/12,21/07/12,"n","y",0,0,0,"y",0,
"16869","kr","느린 여행 ",1,0,21/07/14,21/07/16,4,3,"아이,천천히 걷기,가족여행,힐링",21/07/12,21/07/12,"n","n",0,0,0,"y",0,2
"16870","kr","제주",2,0,21/07/13,21/07/27,1,15,"부모,휴식과 치유 여행,문화유산",21/07/12,21/07/12,"n","n",0,0,0,"y",0,4
"16874","kr","2-3",1,0,21/07/17,21/07/19,3,3,"휴식과 치유 여행,미식,행복,친구",21/07/13,21/07/13,"n","y",0,0,0,"y",0,2
"16875","kr","3박4일~~~제주도여행",0,0,21/07/17,21/07/17,3,1,"친구,휴식과 치유 여행,3박4일,제주겨울,제주여행",21/07/13,21/07/13,"n","y",0,0,0,"y",0,
"16896","kr","2박3일 일정1",1,0,21/07/17,21/07/19,5,3,"휴식과 치유 여행,부모,가족",21/07/15,21/07/15,"n","n",0,0,0,"n",0,2
"16905","kr","2019년 우리가족 휴가",1,0,21/09/22,21/09/26,3,5,"아이,휴식과 치유 여행,가족,관광",21/07/16,21/07/16,"n","y",0,0,0,"y",0,2
"16910","kr","3박 4일 여름 제주여행",3,0,21/07/22,21/07/25,3,4,"관광,아이,휴식과 치유 여행",21/07/17,21/07/21,"n","n",0,0,0,"y",0,6
"16934","kr","여름 3박4일 동부여행",1,0,21/07/24,21/07/27,2,4,"커플,휴식과 치유 여행,우도",21/07/20,21/07/20,"n","n",0,0,0,"y",0,2
"16963","kr","제주도 한달살기 ",1,0,21/07/24,21/08/21,2,29,"아이,제주의 문화유산,식도락,휴식",21/07/24,21/07/24,"n","n",0,0,0,"y",0,2
"16975","kr","여름 휴가",1,0,21/08/23,21/08/26,2,4,"커플,레저와 체험,치유,휴식",21/07/27,21/07/28,"n","n",0,0,0,"y",0,2
"16978","kr","제주",1,0,21/07/31,21/08/01,3,2,"휴식과 치유 여행,아이,휴가",21/07/27,21/07/27,"n","n",0,0,0,"y",0,2
"17004","kr","ㅉㄷ",0,0,21/08/21,21/08/24,3,4,"친구,휴식과 치유 여행,도시",21/08/01,21/08/01,"n","n",0,0,0,"y",0,
"17138","kr","제주올레길 걷기",0,0,21/09/01,21/09/15,1,15,"혼자,휴식과 치유 여행,올레길,걷기",21/08/21,21/08/21,"n","n",0,0,0,"y",0,
"17152","kr","남자 2명이서 떠난 2박3일 제주명소 속성코스",0,0,21/10/25,21/10/26,2,2,"친구,제주의 문화유산,제주여행",21/08/24,21/08/24,"n","n",0,0,0,"y",0,
"17165","kr","서귀포당일",0,0,21/08/28,21/08/28,1,1,"휴식과 치유 여행,혼자,힐링",21/08/28,21/08/28,"n","n",0,0,0,"y",0,
"17173","kr","직접 뛰는 액티비티 여행",0,0,21/09/18,21/09/21,3,4,"활동/레저,액티비티,익스트림,우정여행,아이",21/08/30,21/08/30,"n","y",0,0,0,"y",0,
"17180","kr","^^",3,0,21/09/02,21/09/05,2,4,"커플,휴식과 치유 여행,식도락여행,천천히걷기",21/09/01,21/09/01,"n","n",0,0,0,"y",0,6
"17201","kr","시험삼아",1,0,21/09/24,21/09/28,2,5,"친구,휴식과 치유 여행,자매",21/09/04,21/09/08,"n","n",0,0,0,"n",0,2
"17206","kr","신혼여행",1,0,21/09/05,21/09/09,2,5,"커플,휴식과 치유 여행,신혼여행,자유여행",21/09/05,21/09/05,"n","n",0,0,0,"y",0,2
