"콘텐츠명","추천인ID","생성일"
"그릴데미그라스","U000000000004386",18/08/26
"차롱 해모루","U000000000004386",18/08/26
"소녀방앗간","U000000000004386",18/08/26
"딕시","U000000000004386",18/08/26
"루스트플레이스 서귀포점","U000000000004386",18/08/26
"백록담","U000000000004397",18/08/26
"넘버 138","U000000000004386",18/08/26
"가산토방 식당","U000000000004386",18/08/26
"와팡","U000000000004386",18/08/26
"블루하우스","U000000000004386",18/08/26
"제리스펍","U000000000004386",18/08/26
"창훈이네","U000000000004386",18/08/26
"청정제주밥집&카페","U000000000004386",18/08/26
"동방양꼬치구이","U000000000004386",18/08/26
"서홍정원","U000000000004386",18/08/26
"이조은식당","U000000000004386",18/08/26
"건축카페 유토피아","U000000000004386",18/08/26
"카페흠뻑","U000000000004386",18/08/26
"거문오름(UNESCO 세계자연유산)","U000000000004397",18/08/26
"국수냐 국밥이냐","U000000000004386",18/08/26
"바?식당","U000000000004386",18/08/26
"또또시","U000000000004386",18/08/26
"아뜰리에안","U000000000004386",18/08/26
"아웃도어키친","U000000000004386",18/08/26
"다육이풍경","U000000000004386",18/08/26
"비포크비스트로","U000000000004386",18/08/26
"팜알로하","U000000000004386",18/08/26
"다올터해장국","U000000000004386",18/08/26
"예지원","U000000000004386",18/08/26
"미나리식당","U000000000004386",18/08/26
"네모랑","U000000000004386",18/08/26
"주상절리대(중문대포해안)","U000000000004397",18/08/26
"만장굴","U000000000004397",18/08/26
"비자림","U000000000004397",18/08/26
"성산일출봉(UNESCO 세계자연유산)","U000000000004397",18/08/26
"천제연폭포","U000000000004397",18/08/26
"천지연폭포","U000000000004397",18/08/26
"김영갑갤러리 두모악","U000000000004380",18/08/26
"올래국수","U000000000004399",18/08/26
"성산일출봉(UNESCO 세계자연유산)","U000000000004423",18/08/27
"사려니숲길","U000000000004423",18/08/27
"협재해수욕장","U000000000004423",18/08/27
"한라산국립공원","U000000000004423",18/08/27
"우도(해양도립공원)","U000000000004423",18/08/27
"섭지코지","U000000000004423",18/08/27
"월정리해변","U000000000004423",18/08/27
"이호테우해수욕장_old","U000000000004423",18/08/27
"함덕해수욕장","U000000000004423",18/08/27
"애월해안도로","U000000000004423",18/08/27
"애월한담해안산책로","U000000000004423",18/08/27
"마라도(마라해양도립공원)","U000000000004423",18/08/27
"김경숙해바라기농장","U000000000004423",18/08/27
"아쿠아플라넷 제주","U000000000004423",18/08/27
"산방산탄산온천","U000000000004423",18/08/27
"제주하늘을날다(패러글라이딩)","U000000000004423",18/08/27
"제주올레 17코스","U000000000004423",18/08/27
"함덕카페거리","U000000000004423",18/08/27
"누웨마루거리(구 바오젠)","U000000000004423",18/08/27
"플레이박스VR","U000000000004423",18/08/27
"올래국수","U000000000004423",18/08/27
"제주김만복(만복이네김밥집)","U000000000004423",18/08/27
"돈사돈","U000000000004423",18/08/27
"우진해장국","U000000000004423",18/08/27
"삼다도횟집","U000000000004423",18/08/27
"은희네해장국(일도점)","U000000000004423",18/08/27
"김희선몸국","U000000000004423",18/08/27
"순옥이네 명가","U000000000004423",18/08/27
"도두해녀의집","U000000000004423",18/08/27
"덤장","U000000000004423",18/08/27
"명진전복","U000000000004423",18/08/27
"명랑스낵","U000000000004423",18/08/27
"늘봄흑돼지","U000000000004423",18/08/27
"진부령 황태해장국","U000000000004423",18/08/27
"수우동","U000000000004423",18/08/27
"미친부엌","U000000000004423",18/08/27
"미영이네식당","U000000000004423",18/08/27
"한라산국립공원","U000000000001999",18/07/05
"제주올레 17코스","U000000000002004",18/07/05
"성산일출봉(UNESCO 세계자연유산)","U000000000002004",18/07/05
"섭지코지","U000000000002004",18/07/05
"쇠소깍","U000000000002004",18/07/05
"비자림","U000000000002004",18/07/05
"용두암","U000000000002004",18/07/05
"정방폭포","U000000000002004",18/07/05
"천제연폭포","U000000000002004",18/07/05
"곶자왈","U000000000002004",18/07/05
"검멀레해변","U000000000002004",18/07/05
"외돌개","U000000000002004",18/07/05
"섯알오름","U000000000002004",18/07/05
"생이기정","U000000000002004",18/07/05
"안덕계곡","U000000000002004",18/07/05
"비자림로(드라이브코스)","U000000000002004",18/07/05
"지미봉","U000000000002004",18/07/05
"범섬","U000000000002004",18/07/05
"제주올레 20코스","U000000000002004",18/07/05
"제주목관아","U000000000002004",18/07/05
"소인국테마파크","U000000000002006",18/07/05
"카멜리아힐","U000000000002007",18/07/05
"제주민속촌","U000000000002006",18/07/05
"비양도","USR_00000025821",18/07/07
"제주하늘을날다(패러글라이딩)","U000000000002274",18/07/10
"케이제주씨워킹","U000000000002280",18/07/10
"윌로우씨  제주캔들공방 ","U000000000002245",18/07/11
"김경숙해바라기농장","U000000000002004",18/07/13
"너븐숭이 4.3기념관","U000000000002493",18/07/14
"제주김녕미로공원","U000000000002489",18/07/14
"한림공원","U000000000002489",18/07/14
"함덕해수욕장","U000000000002669",18/07/18
"사려니숲길","U000000000002669",18/07/18
"월정리해변","U000000000002669",18/07/18
"다인오세아노 호텔","U000000000002692",18/07/18
"카멜리아힐","U000000000002488",18/07/18
"연화못","U000000000002834",18/07/21
"오설록티뮤지엄","U000000000002834",18/07/21
"카멜리아힐","U000000000002834",18/07/21
"성산일출봉(UNESCO 세계자연유산)","U000000000002912",18/07/23
"깡촌흑돼지","U000000000003125",18/07/27
"우도(해양도립공원)","U000000000000298",18/07/31
"샘스제주캔들","U000000000003320",18/07/31
"비자림","U000000000003284",18/08/02
"제주판타지월드","U000000000003274",18/07/31
"함덕해수욕장","U000000000003463",18/08/03
"아를하우스","U000000000003441",18/08/03
"안덕계곡","U000000000003463",18/08/08
"월정리해변","U000000000003463",18/08/03
"부지깽이","U000000000003550",18/08/06
"농개","U000000000003463",18/08/03
"애월 하물","U000000000003463",18/08/03
"이호테우해수욕장_old","U000000000003463",18/08/03
"용담/용두암 해안도로","U000000000003463",18/08/08
" 한 여름밤에 즐기는 박물관 미술관 프로그램","U000000000003463",18/08/03
"전원일기","U000000000003550",18/08/06
"천제연폭포","U000000000003571",18/08/06
"살롱드라방 SALON de LAVANT","U000000000003638",18/08/07
"제주해양동물박물관","U000000000003463",18/08/08
"국립제주박물관","U000000000003463",18/08/08
"넥슨컴퓨터박물관","U000000000003463",18/08/08
"세계조가비박물관","U000000000003463",18/08/08
"제주유리박물관","U000000000003463",18/08/08
"피규어뮤지엄 제주","U000000000003463",18/08/08
"제주교육박물관","U000000000003463",18/08/08
"지포뮤지엄","U000000000003463",18/08/08
"제주민속박물관","U000000000003463",18/08/08
"이랜드뮤지엄","U000000000003463",18/08/08
"믿거나말거나박물관 제주","U000000000003463",18/08/08
"탑동해변공연장","U000000000003463",18/08/08
"서커스월드공연장","U000000000003463",18/08/08
"플레이케이팝","U000000000003463",18/08/08
"번개과학체험관(폐업)","U000000000003463",18/08/08
"제주불빛정원 테마파크","U000000000003463",18/08/08
"퍼시픽 리솜 마린스테이지","U000000000003463",18/08/08
"제주별빛누리공원[제한적운영중]","U000000000003463",18/08/08
"제주베니스랜드","U000000000003463",18/08/08
"플레이박스VR","U000000000003463",18/08/08
"캐릭파크","U000000000003463",18/08/08
"제주판타지월드","U000000000003463",18/08/08
"김경숙해바라기농장","U000000000003463",18/08/08
"박물관은 살아있다","U000000000003463",18/08/08
"제주조천스위스마을","U000000000003463",18/08/08
"알뜨르비행장","U000000000003463",18/08/08
"광치기해변","U000000000003463",18/08/08
"너븐숭이 4.3기념관","U000000000003463",18/08/08
"김녕사굴","U000000000003463",18/08/08
"황우지해안","U000000000003463",18/08/08
"신비의도로","U000000000003463",18/08/08
"쉬리의언덕","U000000000003463",18/08/08
"보물섬하이킹","U000000000003463",18/08/08
"시크릿가든촬영지","U000000000003463",18/08/08
"원앙폭포","U000000000003463",18/08/08
"김녕해안도로","U000000000003463",18/08/08
"제주김만복(만복이네김밥집)","U000000000003463",18/08/08
"봄날카페","U000000000003463",18/08/08
"마노르블랑","U000000000003463",18/08/08
"몽상드애월(몽상)","U000000000003463",18/08/08
"한라앤탐","U000000000003463",18/08/08
"거부한정식(신제주점)","U000000000003463",18/08/08
"섬채","U000000000003463",18/08/08
"샘스제주캔들","U000000000003793",18/08/10
"함덕 멘도롱장","U000000000003793",18/08/10
"1300k 에코브릿지","U000000000003793",18/08/10
"제주국제관악제","U000000000003862",18/08/12
"2018년 9월 놓치지 말아야 할 제주 관광 10선 <선라이즈 & 선셋, 제주의 가을은 눈 뗄 곳이 없다>","U000000000004230",18/08/21
"올래국수","U000000000003587",18/08/17
"순옥이네 명가","U000000000003587",18/08/17
"그리운바다성산포","U000000000004423",18/08/27
"앞뱅디식당","U000000000004423",18/08/27
"목포고을","U000000000004423",18/08/27
"빌림","U000000000004423",18/08/27
"제주하늘푸른바다펜션","U000000000004423",18/08/27
"메종글래드 제주","U000000000004423",18/08/27
"라마다 제주시티호텔","U000000000004423",18/08/27
"다이아몬드 호텔","U000000000004423",18/08/27
"다이아나호텔","U000000000004423",18/08/27
"함덕 멘도롱장","U000000000004423",18/08/27
"제주보성시장","U000000000004423",18/08/27
"벨롱장","U000000000004423",18/08/27
"아라올레지꺼진장","U000000000004423",18/08/27
"제주관광공사 중문면세점 (내국인)","U000000000004423",18/08/27
"동문수산시장","U000000000004423",18/08/27
"서문공설시장","U000000000004423",18/08/27
"카멜리아힐","U000000000004423",18/08/27
"제주민속촌","U000000000004400",18/08/27
"비자림","U000000000004283",18/08/27
"효명사","USR_00000003657",18/08/27
"소천지","USR_00000003657",18/08/27
"제주실탄사격장","U000000000004283",18/08/27
"제주레일바이크","U000000000004283",18/08/27
"환상숲 곶자왈공원","U000000000004283",18/08/27
"아부오름","U000000000004283",18/08/27
"제주레포츠랜드","U000000000004283",18/08/27
"용두암해안도로카페거리","U000000000004283",18/08/27
"밸류호텔 월드와이드 제주","U000000000004472",18/08/28
"플레이케이팝","USR_00000013674",18/08/29
"액트(AC.lll.T) 볼링장","U000000000004549",18/08/30
"제주관광공사 중문면세점 (내국인)","U000000000004501",18/08/29
"아쿠아플라넷 제주","U000000000004621",18/09/02
"제주 오일장에서 빠질 수 없는 즐거움! <오일장 밥집 여기는 꼭 간다?!>","U000000000004499",18/08/31
"올래국수","U000000000004647",18/09/02
"선녀와나무꾼","U000000000002152",18/07/08
"하효살롱","U000000000002053",18/07/08
"지금 핫한 이곳 <동문재래시장 야시장을 즐기는 다섯 가지 방법>","U000000000002152",18/07/08
"성산일출봉(UNESCO 세계자연유산)","U000000000002306",18/07/11
"협재해수욕장","U000000000002306",18/07/11
"한라산국립공원","U000000000002306",18/07/11
"한라산국립공원","U000000000002392",18/07/12
"안덕계곡","U000000000002450",18/07/13
"에스프레소 라운지","U000000000003085",18/07/26
"하하호호(HAHAHOHO)","U000000000003305",18/07/31
"김경숙해바라기농장","U000000000003305",18/07/31
"아침미소목장","U000000000003305",18/07/31
"안덕계곡","U000000000003284",18/08/02
"우도(해양도립공원)","U000000000003284",18/08/02
"우도산호해변 홍조단괴 서빈백사","U000000000003552",18/08/05
"좀녀마을뚝배기","U000000000003550",18/08/06
"한림공원","U000000000003967",18/08/14
"검멀레해변","U000000000004092",18/08/17
"생각하는정원","U000000000004678",18/09/03
"초밥군커피씨","U000000000004283",18/09/03
"하원가휴양펜션","U000000000004722",18/09/05
"김경숙해바라기농장","U000000000004743",18/09/05
"하원가흑돼지","U000000000004722",18/09/05
"플레이케이팝","U000000000004749",18/09/05
"플레이케이팝","U000000000004783",18/09/06
"카멜리아힐","U000000000004752",18/09/05
"섭지코지","U000000000004752",18/09/05
"만장굴","U000000000004752",18/09/05
"아침미소목장","U000000000004752",18/09/05
"이중섭거리","U000000000004752",18/09/05
"박물관은 살아있다","U000000000004752",18/09/05
"아쿠아플라넷 제주","U000000000004752",18/09/05
"아날로그감귤밭","U000000000004752",18/09/05
"환상숲 곶자왈공원","U000000000004752",18/09/05
"테디베어사파리 테지움","U000000000004752",18/09/05
"소인국테마파크","U000000000004752",18/09/05
"제주레일바이크","U000000000004752",18/09/05
"테디베어뮤지엄제주","U000000000004752",18/09/05
"플레이케이팝","U000000000005110",18/09/17
"플레이케이팝","USR_00000018851",18/09/06
"플레이케이팝","U000000000004785",18/09/06
"플레이케이팝","USR_00000027179",18/09/06
"플레이케이팝","U000000000004782",18/09/06
"플레이케이팝","U000000000004789",18/09/06
"별도포구","U000000000002875",18/09/08
"협재해수욕장","USR_00000029098",18/09/09
"명진전복","U000000000004836",18/09/08
"성산일출봉(UNESCO 세계자연유산)","USR_00000029098",18/09/09
"사려니숲길","USR_00000029098",18/09/09
"한라산국립공원","USR_00000029098",18/09/09
"우도(해양도립공원)","USR_00000029098",18/09/09
"르 쉬느아 (Le Chinois)","U000000000004962",18/09/11
"플레이케이팝","U000000000004915",18/09/10
"랜딩 라운지","U000000000004973",18/09/11
"랜딩관 제주신화월드 호텔앤리조트","U000000000004974",18/09/11
"랜딩 다이닝(Landing dining)","U000000000004973",18/09/11
"濟州膳제주선","U000000000004973",18/09/11
"성읍칠십리식당","U000000000004719",18/09/12
"르 쉬느아 (Le Chinois)","U000000000004974",18/09/12
"랜딩 다이닝(Landing dining)","U000000000004974",18/09/12
"濟州膳제주선","U000000000004974",18/09/12
"랜딩 라운지","U000000000004974",18/09/12
"성산일출봉(UNESCO 세계자연유산)","U000000000005030",18/09/13
"제주민속오일시장","U000000000005035",18/09/13
"호박다방","USR_00000017590",18/09/13
"마라도성당","U000000000005015",18/09/14
"신산리마을카페","U000000000005073",18/09/14
