,AREA_NM,주소,태그,주요목적,주요목적기타,co2,lg_cat,md_cat
316,당오름(한경면),제주특별자치도 제주시 한경면 용수리 산 18,"#오름 #걷기/등산 #맑음
#가을 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
317,대정해변(하모해변),제주특별자치도 서귀포시 대정읍 하모리,"#커플 #친구 #아이
#맑음 #해변 #자연경관 #어린이",,,1.639160513065761,자연,바다
318,동산농원 딸기체험장,제주특별자치도 제주시 한경면 저지리 1448-2,"#친구 #아이 #커플
#실내 #체험관광 #체험 #어린이 #어트랙션",,,16.11434309656213,레저/체험,
319,둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,#오름 #걷기/등산 #자연경관,,,4.831688882772544,자연,산
320,라온골프클럽,제주특별자치도 제주시 한경면 용금로 998,"#커플 #친구 #액티비티
#골프 #체험 #레저/체험 #어트랙션",,,62.64206793504546,레저/체험,골프
322,마원,제주특별자치도 제주시 조천읍 선흘남4길 264-17,"#부모 #커플 #친구
#아이 #맑음 #액티비티 #체험 #레저/체험 #어린이 #어트랙션",,,16.11434309656213,레저/체험,
324,모지오름,제주특별자치도 서귀포시 표선면 성읍리 산 22,"#혼자 #친구 #맑음
#경관/포토 #휴식/힐링 #액티비티 #오름 #사계절 #자연경관 #체험 #도보여행 #도보 #레저/체험 #포토스팟 #어트랙션",,,4.831688882772544,자연,산
325,"미악산 (턥오름, 쌀오름, 솔오름)",제주특별자치도 서귀포시 인정오름로 387-63,"#부모 #커플 #혼자
#친구 #아이 #맑음 #오름 #자연경관 #도보여행 #도보 #어린이",,,4.831688882772544,자연,산
326,민오름(조천읍),제주특별자치도 제주시 조천읍 선흘리 산 141,"#부모 #커플 #혼자
#경관/포토 #휴식/힐링 #액티비티 #오름 #청년 #중/장년 #휴식/치유 #자연경관 #체험 #도보여행 #도보 #레저/체험 #포토스팟",,,4.831688882772544,자연,산
328,대포포구,제주 서귀포시 대포동,"#포구 #해변 #문화유적지
#자연경관 #역사유적",,,5.907151951990954,테마파크/테마관광지,유적지
329,산천단,제주특별자치도 제주시 아라1동 392-3,"#휴식/힐링 #문화유적지 #사계절
#자연경관 #역사유적",,,5.907151951990954,테마파크/테마관광지,유적지
331,서광승마장,제주특별자치도 서귀포시 안덕면 녹차분재로 239,"#승마 #액티비티 #친구
#커플 #체험 #레저/체험 #어트랙션",,,6.519183083334582,레저/체험,승마
332,석부작박물관,제주특별자치도 서귀포시 일주동로 8941 (호근동),"#테마공원 #비.눈 #흐림
#사계절 #실내관광지 #문화관광 #박물관 #언택트 #어트랙션 #우수관광사업체",,,1.0705070975864837,테마파크/테마관광지,유적지외
333,쇠와꽃 승마장,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 88-17,"#커플 #친구 #아이
#맑음 #액티비티 #승마 #체험 #레저/체험 #어린이 #어트랙션",,,6.519183083334582,레저/체험,승마
336,알진오름(안친오름),제주특별자치도 제주시 구좌읍 송당리 880-1,"#커플 #친구 #맑음
#부모 #혼자 #아이 #오름 #자연경관 #도보여행 #도보 #어린이",,,4.831688882772544,자연,산
337,북촌국민학교,제주특별자치도 서귀포시 이어도로 293-28 (대포동),"#템플스테이 #휴식/힐링 #커플
#흐림 #사계절 #실내관광지 #체험 #어트랙션",,,16.11434309656213,레저/체험,
340,제주올레 11코스,제주특별자치도 서귀포시 대정읍 동일리 3168,"#올레 #걷기/등산 #친구
#혼자 #봄 #가을 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
341,제주올레 14-1코스,제주특별자치도 서귀포시 안덕면 서광리 산 50-22,"#올레 #걷기 #친구
#혼자 #봄 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
342,제주올레 16코스,제주특별자치도 제주시 애월읍 고내리 1111-2,"#올레 #걷기/등산 #친구
#혼자 #가을 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
343,제주올레 21코스,제주특별자치도 제주시 구좌읍 하도리 3204-1,"#올레 #걷기/등산 #친구
#혼자 #봄 #가을 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
344,제주올레 2코스,제주특별자치도 서귀포시 성산읍 고성리 2563-3,"#올레 #걷기/등산 #친구
#봄 #가을 #자연경관 #도보여행 #도보",,,1.639160513065761,자연,바다
346,클럽나인브릿지,제주특별자치도 서귀포시 안덕면 광평로 34-156,"#골프 #액티비티 #체험
#레저/체험 #어트랙션",,,62.64206793504546,레저/체험,골프
347,태흥포구,제주특별자치도 서귀포시 남원읍 태흥리,"#부모 #커플 #혼자
#친구 #휴식/힐링 #해변 #자연경관",,,1.639160513065761,자연,바다
348,토끼섬,제주특별자치도 제주시 구좌읍 하도리,"#도보 #휴식 #부모
#친구 #커플 #혼자 #안개/흐림 #맑음 #봄 #여름 #가을 #겨울 #중/장년 #청년 #노년 #자연경관 #섬속의섬",,,1.639160513065761,자연,바다
349,하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3,"#문화유적지 #가을 #문화관광
#역사유적",,,5.907151951990954,테마파크/테마관광지,유적지
350,화순금모래해수욕장담수수영장,제주특별자치도 서귀포시 안덕면 화순리 776-8,"#해수욕장 #액티비티 #친구
#커플 #아이 #맑음 #여름 #체험 #레저/체험 #해변 #물놀이 #어린이 #어트랙션",,,1.639160513065761,자연,바다
351,화조원,제주특별자치도 제주시 애월읍 애원로 804,"#아이 #동물 #체험
#실내관광지 #어린이 #어트랙션 #어린이동물농장",,,16.11434309656213,레저/체험,
352,9.81 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,"#어린이 #레이싱 #서바이벌
#실내놀이터 #가족 #애월 #테마파크 #액티비티 #실내관광지 #체험 #레저/체험 #테마공원 #어트랙션",,,16.11434309656213,레저/체험,
353,M1971 요트투어,제주특별자치도 서귀포시 대정읍 최남단해안로 128,"#체험관광 #경관/포토 #휴식/힐링
#체험 #포토스팟 #waterleisure #수상레저 #어트랙션",해양스포츠,,3.474840539979436,레저/체험,해양레저
354,추사 유배길 - 3코스 사색의 길,제주특별자치도 서귀포시 안덕면 향교로 165-17,"#걷기/등산 #봄 #가을
#문화관광 #도보여행 #도보 #어트랙션",,,4.831688882772544,자연,산
355,개오름,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162,"#커플 #친구 #혼자
#맑음 #오름 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
356,"고내봉(고내오름,고니오름,망오름)",제주특별자치도 제주시 애월읍 고내리 산 3-1,"#오름 #걷기/등산 #맑음
#봄 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
357,곤흘동(곤을동) 마을터,제주특별자치도 제주시 화북1동 4438,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #마을산책 #마을관광 #어트랙션",,,5.907151951990954,테마파크/테마관광지,유적지
359,귀덕연대,제주특별자치도 제주시 한림읍 귀덕14길 14-5,"#문화유적지 #봄 #문화관광
#역사유적",,,5.907151951990954,테마파크/테마관광지,유적지
360,금능포구,제주특별자치도 제주시 한림읍 금능리,"#포구 #해변 #문화유적지
#아이 #자연경관 #역사유적 #어린이",,,5.907151951990954,테마파크/테마관광지,유적지
361,김녕해수욕장야영장,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,"#해수욕장 #해변 #액티비티
#아이 #여름 #야영장 #캠핑장 #자연경관 #체험 #레저/체험 #물놀이 #어린이 #수상레저 #캠핑 #언택트 #어트랙션",,,0.6520268122049242,레저/체험,캠핑
363,납읍난대림 금산공원,제주 제주시 애월읍 납읍리 1457-1,"#걷기/등산 #흐림 #여름
#자연경관",,,4.831688882772544,자연,산
365,노을해안1014,제주특별자치도 제주시 한경면 노을해안로 1014,"#액티비티 #체험관광 #체험
#레저/체험 #어트랙션",체험,카페이용과 전기바이크로 지질트레일러 라이딩,16.11434309656213,레저/체험,
366,당케산물(당케포구),제주 서귀포시 표선면 표선리 1-2,"#포구 #해변 #문화유적지
#자연경관 #역사유적",,,5.907151951990954,테마파크/테마관광지,유적지
368,동일리포구,제주특별자치도 서귀포시 대정읍 동일리,"#포구 #해변 #문화유적지
#자연경관 #역사유적",,,5.907151951990954,테마파크/테마관광지,유적지
369,돛오름,제주특별자치도 제주시 구좌읍 송당리 산 3,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",,,4.831688882772544,자연,산
370,뒤굽은이오름,제주특별자치도 제주시 구좌읍 중산간동로 1989-3,"#커플 #친구 #맑음
#오름 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
371,막숙,제주특별자치도 서귀포시 막숙포로37번길 2,"#맑음 #휴식/힐링 #여름
#용천수 #물놀이 #자연경관",물놀이,,3.4111262929909456,자연,
372,맬튼개 갯담,제주특별자치도 제주시 구좌읍 구좌로 142,"#커플 #아이 #부모
#친구 #휴식/힐링 #해변 #어린이",,,1.639160513065761,자연,바다
373,모슬봉 (모슬개오름),제주 서귀포시 대정읍 동일리 2081-3,"#부모 #커플 #혼자
#친구 #아이 #맑음 #오름 #자연경관 #도보여행 #도보 #어린이",,,4.831688882772544,자연,산
374,묘산봉 (괴살메),제주특별자치도 제주시 구좌읍 김녕리 2723,"#친구 #혼자 #커플
#맑음 #오름 #자연경관",,,4.831688882772544,자연,산
375,무등이왓터,제주특별자치도 서귀포시 안덕면 신화역사로586번길 21-7,"#문화유적지 #맑음 #역사유적
#어트랙션",,,5.907151951990954,테마파크/테마관광지,유적지
376,문석이오름,제주특별자치도 제주시 구좌읍 송당리,"#부모 #커플 #혼자
#친구 #아이 #맑음 #오름 #자연경관 #도보여행 #도보",,,4.831688882772544,자연,산
377,미천굴,제주특별자치도 서귀포시 성산읍 온평동로34번길 18,"#동굴 #경관/포토 #커플
#아이 #맑음 #여름 #자연경관 #포토스팟 #어린이",,,3.4111262929909456,자연,
379,바늘오름,제주특별자치도 제주시 조천읍 교래리 산 108,"#부모 #커플 #혼자
#친구 #경관/포토 #휴식/힐링 #체험관광 #액티비티 #오름 #사계절 #청년 #중/장년 #휴식/치유 #자연경관 #체험 #도보여행 #도보 #레저/체험 #포토스팟",,,4.831688882772544,자연,산
380,바람모루,제주특별자치도 서귀포시 서호동,"#걷기/등산 #부모 #아이
#자연경관 #어린이",,,4.831688882772544,자연,산
381,바이나흐튼 크리스마스 박물관,제주특별자치도 서귀포시 안덕면 평화로 654,"#실내 #미술/박물관 #아이
#흐림 #겨울 #실내관광지 #문화관광 #박물관 #어린이 #어트랙션",,,5.3393316432910085,공연/전시,
382,박성내,제주특별자치도 제주시 기자길 5,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",,,5.907151951990954,테마파크/테마관광지,유적지
384,밧돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-1,"#부모 #커플 #혼자
#친구 #아이 #맑음 #오름 #자연경관 #도보여행 #도보 #어린이",,,4.831688882772544,자연,산
387,보물섬하이킹,제주특별자치도 제주시 용문로14길 14,"#액티비티 #체험 #레저/체험
#어트랙션",,,16.11434309656213,레저/체험,
388,볼레낭길,제주특별자치도 서귀포시 안덕면 감산리 1049,"#걷기/등산 #자연경관 #도보여행
#도보",,,4.831688882772544,자연,산
389,북촌포구,제주특별자치도 제주시 조천읍 북촌9길 26-1,"#포구 #해변 #문화유적지
#맑음 #겨울 #자연경관 #문화관광 #역사유적",,,5.907151951990954,테마파크/테마관광지,유적지
390,브릭캠퍼스,제주특별자치도 제주시 1100로 3047,"#실내 #테마공원 #아이
#비.눈 #겨울 #실내관광지 #어린이 #캠핑 #캠핑장 #언택트 #어트랙션",,,0.6520268122049242,레저/체험,캠핑
392,산방산 수국,제주 서귀포시 안덕면,"#산 #걷기/등산 #경관/포토
#친구 #커플 #맑음 #여름 #자연경관 #포토스팟 #어트랙션 #수국",,,4.831688882772544,자연,산
393,산양곶자왈,제주특별자치도 제주시 한경면 청수리 956-6,"#숲길 #걷기/등산 #흐림
#가을 #자연경관 #도보여행 #도보 #곶자왈 #숲",,,4.831688882772544,자연,산
394,산천단곰솔,제주특별자치도 제주시 516로 3041-24,"#부모 #커플 #혼자
#친구 #휴식/힐링 #자연경관",,,3.4111262929909456,자연,
395,방선문,제주특별자치도 제주시 종천길 39-1,"#계곡 #휴식/힐링 #봄
#자연경관 #물놀이",,,1.639160513065761,자연,바다
396,삼매봉,제주특별자치도 서귀포시 남성로115번길 83,"#부모 #커플 #혼자
#친구 #맑음 #아이 #경관/포토 #휴식/힐링 #오름 #사계절 #자연경관 #포토스팟 #어린이",,,4.831688882772544,자연,산
397,삼양해안도로,제주특별자치도 제주시 삼양2동,"#해변 #드라이브 #커플
#맑음 #자연경관",,,0.5728437187159091,레저/체험,드라이브
398,샤이니숲길,제주특별자치도 제주시 조천읍 교래리 719-10,"#걷기/등산 #경관/포토 #휴식/힐링
#자연경관 #도보여행 #도보 #숲 #포토스팟 #숲길",,,4.831688882772544,자연,산
399,서광리 곶자왈생태탐방로,제주특별자치도 서귀포시 안덕면 서광리 산6-1,"#숲길 #걷기/등산 #흐림
#여름 #도보여행 #도보 #곶자왈 #숲",,,4.831688882772544,자연,산
402,서프라이즈테마파크,제주특별자치도 제주시 조천읍 남조로 2243,"#부모 #아이 #테마공원
#경관/포토 #미술/박물관 #전시와행사 #우수관광사업체 #체험 #포토스팟 #어린이 #어트랙션 #안전여행스탬프",,,1.0705070975864837,테마파크/테마관광지,유적지외
407,쇠소깍제트,제주특별자치도 서귀포시 쇠소깍로 151-8 (하효동),"#해수욕장 #해변 #액티비티
#커플 #맑음 #여름 #체험 #레저/체험 #물놀이 #어트랙션",,,1.639160513065761,자연,바다
408,수산저수지,제주특별자치도 제주시 애월읍 수산리 1,"#경관/포토 #휴식/힐링 #자연경관
#포토스팟",,,3.4111262929909456,자연,
409,시크릿가든촬영지,제주특별자치도 서귀포시 중문관광로 198 (중문동),"#커플 #맑음 #경관/포토
#휴식/힐링 #포토스팟 #어트랙션",,,1.0705070975864837,테마파크/테마관광지,유적지외
410,신도포구,제주특별자치도 서귀포시 대정읍 신도리,"#포구 #해변 #문화유적지
#자연경관 #역사유적",,,5.907151951990954,테마파크/테마관광지,유적지
