이름,지역,태그,주소,좋아요,찜하기,리뷰,방문했어요,조회,SNS공유,소개,상세정보,이용시간,편의시설,기타상세,상세텍스트,tag_lst,회,흑돼지,초밥,돈카츠,고기국수,생선,이탈리안,햄버거,한식,뚝배기,칼국수,오메기,라면,카페,술,기타,cat_num,cluster_num,co2
고객식당,제주시 > 제주시내,"#갈치 #고등어 #한식
#음식 #갈치조림 #제주갈치조림 #고등어조림 #고등어구이 #갈치구이 #제주갈치구이 #갈치국 #성게미역국",제주특별자치도 제주시 관덕로14길 20,0,14,0,0,"1,029",0,고객을 위한 고객 맞춤형 식당,수요일 휴무,"평일 : 08:00 ~ 19:00 , 주말 : 08:00 ~ 19:00","공용주차장,현금결제,카드결제,화장실",,"상세정보
확장됨

시장 한 편에 자리 잡은 생선요리 전문 가게

제주 동문재래시장에 위치한 ‘고객식당’은 고객 맞춤형 식당을 줄여 ‘고객식당’이라는 명칭을 사용하고 있다.
명칭 그대로 동문재래시장 초입에 보이는 고객지원센터 내에 위치해 있고,
제주산 갈치와 고등어를 사용한 조림과 구이가 이곳의 주요 메뉴이다.

아침식사가 가능하며 식사시간에는 사람이 몰려 기다려야 할 수도 있다.
제주 국제공항으로부터 15분 떨어진 곳에 위치해 있어 관광지로 이동하기 전에 식사를 하기가 용이하고,
식사 전후로 동문재래시장에서 기념품도 저렴하게 구매할 수 있다.

 ","['갈치', '고등어', '한식', '음식', '갈치조림', '제주갈치조림', '고등어조림', '고등어구이', '갈치구이', '제주갈치구이', '갈치국', '성게미역국']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,1.985
고내촌한정식,제주시 > 애월,"#한정식 #연잎밥정식 #제육볶음정식
#떡갈비정식 #음식 #떡갈비 #정식 #제육볶음 #간장게장 #오분작뚝배기",제주특별자치도 제주시 애월읍 고내로13길 73,0,5,0,0,"2,411",1,제주 애월 더럭분교 앞 정갈하고 맛있는 한정식집,수요일 휴무,"평일 : 10:00 ~ 22:00 , 주말 : 10:00 ~ 22:00",,,"상세정보
확장됨

고내촌한정식은 제주시 애월읍에 위치한 한정식 집으로
한정식 치고 비교적 저렴한 가격에 가짓수 많고 정성스런 식탁을 만나볼 수 있다.
연입밮정식, 제육볶음정식, 떡갈비 정식 등이 대표적이며 밑반찬으로 나오는 간장게장도 맛좋다는 평이다.

가격대비 푸짐한 상을 받을수 있다는 장점 때문에 아는 사람들 사이에서 호평을 받고 있으며
주변에 들릴만한 명소로는 더럭분교, 까미노, 살롱드라방 등이 있다.

 ","['한정식', '연잎밥정식', '제육볶음정식', '떡갈비정식', '음식', '떡갈비', '정식', '제육볶음', '간장게장', '오분작뚝배기']",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,3,1.95
고래라면 신화역사점,서귀포시 > 안덕,"#신화공원 #문어라면 #성게라면
#음식 #식당 #제주신화월드",제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,0,0,0,0,132,0,제주의 서쪽에 위치한 신화역사공원 내 푸드코트에 있는 해산물 라면 전문점. 통통한 문어가 들어간 문어라면과 시원한 국물맛의 성게라면 등이 있다.,쉬는시간: 15:30~16:30,"평일 : 09:00 ~ 20:00 , 주말 : 09:00 ~ 20:00","공용주차장,화장실,무료 WIFI,흡연구역,엘리베이터",,"상세정보
확장됨

문어와 해물이 들어간 바다 라면 전문점

제주의 동쪽, 김영갑 갤러리 인근에 위치한 고래라면의 분점인 이 곳 신화역사점은 본점과 마찬가지로 다양한 해산물을 사용한 라면요리를 선보인다. 메뉴로는 통통한 문어가 들어간 문어라면과 성게로 국물맛을 낸 성게라면, 다양한 해물이 들어간 해물라면, 바지락으로 맛을 낸 해물바지락 칼국수가 있다. 여기에 새우만두로 더욱 풍성한 한상을 즐길 수 있으며 계절별미로 새우장 덮밥, 전복물회, 전복뚝배기, 전복죽을 준비해 놓고 있다. 라면이라는 말에 식사가 될까? 하는 의문이 들 수 있지만 이 곳 고래라면의 라면은 한끼는 물론 풍성한 해물이 만들어내는 풍부한 국물맛의 한상을 즐길 수 있다.","['신화공원', '문어라면', '성게라면', '음식', '식당', '제주신화월드']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2.3
고로케야,제주시 > 제주시내,"#고로케 #치즈고로케 #민치카츠
#음식",제주특별자치도 제주시 가령골2길 13-20,0,1,0,0,"1,146",0,이탈리아에서 전수받은 수제 고로케 전문점,월요일,"평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00",화장실,,"상세정보
확장됨

감자부터 한우까지 독특한 고로케를 맛볼 수 있는 곳, 이게 바로 ‘고로케야’

고로케야는 감자고로케, 고로케야 고로케, 치즈고로케 등 다양한 고로케와 커피, 에이드등의 음료도 판매하는 곳이다.
두가지의 소스가 고로케의 맛을 더해준다.
치즈가 듬뿍 들어간 치즈고로케와 제주산 한우와 돼지고기가 들어있는 민치카츠 등이 인기메뉴이다.
이곳에서 판매하는 다섯 개의 모든 고로케를 맛 볼 수 있는 세트메뉴도 있다.


골목길에 위치해있고 작은 가게이기 때문에 지나치기 쉽지만 믿음직스러운 맛 덕분에
다양하고 많은 사람들이 찾는 고로케 전문점이다.
저렴한 가격의 간단하게 먹을 수 있는 고로케를 판매하기 때문에 학생들도 많이 찾는 곳이다.
재료가 소진되면 영업을 마감하기 때문에 미리 문의를 해보는 것도 좋다.
포장도 가능하여 간단한 간식이 필요할 때 찾아도 좋다.","['고로케', '치즈고로케', '민치카츠', '음식']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0
고마워토토 아뜰리에,제주시 > 애월,"#커피 #쿠킹체험 #쿠키
#라자냐 #치킨 #음식 #크림파스타 #파스타",제주특별자치도 제주시 애월읍 고성북길 112,2,27,0,0,"5,316",13,셀프 쿠킹 체험과 커피를 즐길 수 있는 체험 공간,"월요일 휴무 / 브레이크타임 12:00~13:00 / 체험시작시간 10:00, 11:00, 13:00, 14:00, 15:00, 16:00","평일 : 10:00 ~ 16:30 , 주말 : 10:00 ~ 16:30","공용주차장,화장실",,"상세정보
확장됨
고마워 토토 아뜰리에는 제주 최초, 제주 유일의 셀프 쿠킹 체험을 할 수 있는 카페 겸 음식 체험 공간이다.
이곳에는 성인을 위한 쿠킹 랩과 아이를 위한 쿠킹 랩이 따로 운영되고 있어 아이들, 성인 모두가 즐겁게 쿠킹 체험을 할 수 있는 곳이다. 또한, 이곳 자체적으로 텃밭을 가꾸고 있어 이곳의 식재료를 이용해 음식을 만들어볼 수 있다.
고마워 토토에서는 치킨, 라자냐, 쿠키, 베이킹 등 다양한 음식 체험 활동을 할 수 있다. 체험 시간은 약 1시간 정도이다.
쿠킹 체험을 할 수 있는 공간과 함께 카페도 운영하고 있어 여유롭게 티타임을 즐기기에도 좋다.
건물의 벽면이 모두 통유리로 되어있어 밖의 전경을 바라보며 여유로운 시간을 가질 수 있다.
카페 야외에는 아이들이 뛰어놀 수 있는 공간이 마련되어 있어 가족과 함께 가기 좋은 곳이다.","['커피', '쿠킹체험', '쿠키', '라자냐', '치킨', '음식', '크림파스타', '파스타']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,3,1.7466666666666668
고망딱새,제주시 > 제주시내,"#화덕피자 #카페 #쿠키
#잼 #음식 #고르곤졸라화덕피자 #마르게리타화덕피자 #ゴルゴンゾーラ石窯ピザ",제주특별자치도 제주시 서해안로 96,0,1,0,0,"1,513",0,이호테우 해변 근처에 있는 작은 카페,연중무휴,"평일 : 11:00 ~ 23:59 , 주말 : 11:00 ~ 23:59","공용주차장,화장실",,"상세정보
확장됨

새가 살 것만 같은 작고 아기자기한 ‘고망딱새’

고망 딱새는 제주말로 구멍을 뜻하는 ‘고망’과 작은 새의 한 종류인 ‘딱새’를 합해
‘고망 딱새’라는 이름으로 이호 태우 해변 인근에 자리 잡고 있는 카페이다.

이곳은 카페이기는 하지만 화덕피자를 판매하기도 한다.
화덕피자는 종일 판매하는 것이 아니고, 평일에는 오후 6시부터 10시,
주말은 낮 12시부터 오후 10시까지만 판매한다.

카운터 옆에는 간단한 주전부리인 말린 과일이나 쿠키, 각종 잼들도 판매를 하며, 해녀 모양의 모빌이나
, 제주의 상징물 그림의 포스트잇, 제주와 관련된 다양한 이미지를 이용한 문구용품 등도 판매하고 있다.","['화덕피자', '카페', '쿠키', '잼', '음식', '고르곤졸라화덕피자', '마르게리타화덕피자', 'ゴルゴンゾーラ石窯ピザ']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1.7750000000000001
고벤져스(본점),제주시 > 제주시내,"#양념고기 #양념갈비 #한식
#음식 #돼지구이 #오겹살 #삼겹살 #갈비 #된장찌개 #김치찌개 #목살",제주특별자치도 제주시 신성로 66,0,0,0,0,693,0,"공항부근의 고기집, 고벤져스",,"평일 : 15:00 ~ 01:00 , 주말 : 15:00 ~ 01:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역",,"상세정보
확장됨
저희만의 비법인 간장소스로 양념한 양념고기를 부위별로 드실 수 있는 곳입니다.
모임장소, 회식장소로 좋고, 관광객이 쉽게 접근할 수 있는 공항에서 10분거리에 있습니다.","['양념고기', '양념갈비', '한식', '음식', '돼지구이', '오겹살', '삼겹살', '갈비', '된장찌개', '김치찌개', '목살']",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,1.9133333333333333
고사리식당,제주시 > 조천,"#한식 #갈치조림 #떡갈비
#연잎밥 #음식 #육개장 #성게미역국 #고사리 #고등어구이 #2022고메페스타",제주특별자치도 제주시 조천읍 번영로 1680,0,3,0,0,"2,556",0,거문오름 근처에 위치한 한식집,매주 화요일 휴무,"평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00","공용주차장,화장실,무료 WIFI,음료대",,"상세정보
확장됨
거문오름 입구 근처에 위치한 고사리식당은 제주산 고사리를 넣은 갈치조림, 성게를 듬뿍 넣어 풍부한 맛을 느끼게 하는 성게미역국이 일품이다.
그 외 메뉴로는 연잎밥, 떡갈비, 비빔밥, 김치찌개가 있으며 가벼운 사이드메뉴로 빈대떡이 있다. 밑반찬은 당일 새롭게 준비하기 때문에 때에 따라 다를 수 있다.
예약 메뉴로는 바비큐가 있는데 직접 현장에서 굽기 때문에 사전 단체예약시에만 가능하다.
손님들께 '잘 먹었다' 라는 느낌을 주어야 한다는 주인의 의식으로 모든 음식이 정성스럽게 준비된다. 
또한, 재료의 맛을 살려 속을 편안하게 하고 비교적 저렴한 가격대로 언제든지 부담없이 방문할 만하다.","['한식', '갈치조림', '떡갈비', '연잎밥', '음식', '육개장', '성게미역국', '고사리', '고등어구이', '2022고메페스타']",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,3,1.4400000000000002
고씨네천지국수,서귀포시 > 서귀포시내,"#멸치국수 #고기국수 #흑돼지만두
#제주국수맛집 #국수 #만두 #음식 #식당",제주특별자치도 서귀포시 중앙로79번길 4,0,2,0,0,72,0,"서귀포에 위치한 고씨네천지국수는 오직 제주도에만 존재하는 특별한 음식, 멸고국수를 판매하고 있으며 올레시장과 가까운 거리에 위치해 있다.","매주 금요일 정기휴무, 쉬는시간: 15:00~17:00","평일 : 10:00 ~ 20:00 , 주말 : 10:00 ~ 20:00","공용주차장,화장실,무료 WIFI,흡연구역",,"상세정보
확장됨

제주도에만 존재하는 특별한 '멸고국수'

서귀포에 위치한 고씨네천지국수는 오직 제주도에만 존재하는 특별한 음식, 멸고국수를 판매하고 있으며 올레시장과 가까운 거리에 위치해 있다. 대표 메뉴인 멸고국수는 뼈육수로 만든 고기국수와는 다르게 시원하고 깔끔한 맛으로 호불호가 거의 없는 음식이다. 고기와 어울리도록 연구여 탄생한 육수로 야채를 조합하여 깔끔한 맛이 나오는 것이다. 이외에 하나부터 열까지 고씨네 수제소스로 만든 매콤상콤한 비빔국수도 인기 메뉴이다. 모든 음식에 국내산 재료를 사용하며 주 재료인 돼지고기는 제주산을 사용한다. 정성과 맛을 담아낸 건강한 한끼 식사로 만족스러운 장소이다.","['멸치국수', '고기국수', '흑돼지만두', '제주국수맛집', '국수', '만두', '음식', '식당']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,1.82
경성통닭,서귀포시 > 서귀포시내,"#치킨 #닭강정 #마늘치킨
#음식 #양념치킨",제주특별자치도 서귀포시 중앙로42번길 17,0,7,0,0,"1,351",0,한 손에 들고 먹는 닭강정,연중무휴/동절기 07:00 ~ 20:00,"평일 : 07:00 ~ 21:00 , 주말 : 07:00 ~ 21:00","공용주차장,현금결제,카드결제,화장실",,"상세정보
확장됨

치킨과 닭강정을 즐길 수 있는 서귀포 올레시장에 있는 경성 통닭

 ‘경성통닭’은 오랜 역사와 전통을 보유한 제주도의 재래시장인 ‘서귀포 올레시장’ 안에 위치해 있다.
올레시장 자체가 넓고 항상 사람이 북적이기 때문에
올레시장 내 경성 통닭의 고유번호인 149번을 알아두면 쉽게 찾아갈 수 있다.
 큼직한 닭고기 살에 얇게 튀김옷을 입혀 겉은 바삭하고 속은 촉촉한 닭강정이
떡과 함께 양념에 버무려져 있는 모습을 볼 수 있다.



이곳은 닭강정과 마늘 프라이드로 유명한데, 닭강정 같은 경우에는 매운맛과 순한 맛으로 나누어져 있고,
컵 크기별로 가격이 책정되어 있기 때문에 기호와 가격에 맞게 선택할 수 있다.
포장뿐만 아니라 예약도 가능하니, 이동하면서 먹거나 숙소에서 간단하게 먹기에도 좋다.","['치킨', '닭강정', '마늘치킨', '음식', '양념치킨']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.69
고향향토장터,섬 속의 섬 > 추차도,"#추자식당 #추자음식점 #하추자음식점
#신양항근처음식점 #추자도 #음식 #생선구이정식 #정식 #문어숙회 #조기구이 #물회 #한치물회 #제육볶음 #김치찌개 #식당 #한치",제주특별자치도 제주시 추자면 추자로 576,1,2,0,0,921,1,계절마다 바뀌는 추자도 특산물 음식점,,"평일 : 11:00 ~ 21:00 , 주말 : 11:00 ~ 21:00","무료 WIFI,공용주차장,화장실",,"상세정보
확장됨
하추자도 신양한 근처 음식점을 찾을 때
신양항에서 제일 가까운 음식점이다.
신양 1리 부녀회에서 운영하는 식당으로 문어숙회가 유명하며
계절마다 바뀌는 추자도 특산물 음식점을 찾는다면 방문해볼 만하다.","['추자식당', '추자음식점', '하추자음식점', '신양항근처음식점', '추자도', '음식', '생선구이정식', '정식', '문어숙회', '조기구이', '물회', '한치물회', '제육볶음', '김치찌개', '식당', '한치']",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,2.0066666666666664
곤밥2,제주시 > 제주시내,"#정식 #두루치기 #칠성로
#백반 #제육볶음 #가정식 #음식 #식당",제주특별자치도 제주시 서부두남길 8,0,1,0,0,104,0,"칠성로에 위치한 곤밥2는 정식, 즉 백반을 파는 곳으로 두루치기가 유명한 집이다. 이외에 여러 식사 메뉴와 더불어 계절 메뉴도 판매하고 있다.","매주 월요일 정기휴무, 쉬는시간: 15:00~17:00","평일 : 10:30 ~ 21:00 , 주말 : 10:30 ~ 21:00","공용주차장,화장실,무료 WIFI",,"상세정보
확장됨

칠성로에 위치한 두루치기가 맛있는 집

칠성로에 위치한 곤밥2는 정식, 즉 백반을 파는 곳으로 두루치기가 유명한 집이다. 이외에 여러 식사 메뉴와 더불어 계절 메뉴도 판매하고 있다. 정식은 1인 기준, 두루치기는 2인 기준으로 주문 가능하다. 정식을 주문하면 생선구이가 나오는데 생선구이는 추가 주문할 정도로 그 맛이 일품이다. 또한 두루치기는 제주산 돼지고기를 사용해 그 맛이 더 좋게 느껴진다. 집밥 같은 정성으로 내주는 한상의 정성을 돈으로 비유할 수는 없지만 가성비 훌륭한, 맛있고 정갈한 가정식을 먹는 기분이다. 소담하게 차린 한상으로 부담 없이 맛있게 먹을 한끼 식사로 만족스러운 곳이다.","['정식', '두루치기', '칠성로', '백반', '제육볶음', '가정식', '음식', '식당']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2.6
골목카페옥수,제주시 > 애월,"#소길리 #레트로 #감성
#음식 #카페",제주특별자치도 제주시 애월읍 소길1길 19,0,0,0,0,86,0,제주시 소길리에 위치한 골목카페옥수는 아기자기하고 다양한 레트로 소품들이 곳곳에 전시되어 있어 제주의 레트로한 감성이 물씬 풍기는 카페이다.,매주 금요일 정기휴무,"평일 : 11:00 ~ 18:00 , 주말 : 11:00 ~ 18:00","화장실,무료 WIFI",,"상세정보
확장됨

제주의 레트로한 감성이 있는 카페

제주시 소길리에 위치한 골목카페옥수는 아기자기하고 다양한 레트로 소품들이 곳곳에 전시되어 있어 제주의 레트로한 감성이 물씬 풍기는 카페이다. 이 곳은 특이하게 대부분 좌식으로 되어 있어 신발을 벗고 내부로 들어갈 수 있으며 인테리어가 레트로하고 빈티지스러워 옛 시골집에 온 듯한 느낌을 자아낸다. 이 곳에는 여러 아기자기한 소품과 인테리어를 보며 다양한 음료와 디저트를 즐길 수 있는데, 그 중에서 미숫가루를 넣어 고소한 할매라떼, 라떼스타일의 달달한 아인슈페너인 옥수페너, 겉은 바삭하고 속은 촉촉한 에그타르트는 골목카페옥수의 대표메뉴이다.","['소길리', '레트로', '감성', '음식', '카페']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
